EVALUACION_ID,ZONA_ID,ZONA_NOMBRE,REGION,PROVINCIA,DISTRITO,LATITUD,LONGITUD,ALTITUD_MSNM,SUPERFICIE_HA,TIPO_YACIMIENTO,MINERAL_PRINCIPAL,CONCESION_ID,ESTADO_CONCESION,EMPRESA_OPERADORA,ACCESIBILIDAD_SCORE,DISPONIBILIDAD_AGUA_SCORE,DISTANCIA_VIA_PRINCIPAL_KM,DISTANCIA_PLANTA_KM,FASE_EXPLORACION,ANIO,TRIMESTRE,MES,FECHA_EVALUACION,EVALUADOR,METODO_EVALUACION,SISMICIDAD_INDICE,DISTANCIA_FALLA_GEOLOGICA_KM,ESTABILIDAD_TALUD_SCORE,PENDIENTE_PROMEDIO_PCT,NIVEL_FREATICO_M,CAUDAL_INFILTRACION_LPS,POTENCIAL_DRENAJE_ACIDO_PH,EVENTOS_GEOLOGICOS_12M,DISTANCIA_AREA_PROTEGIDA_KM,DISTANCIA_CUERPO_AGUA_KM,INDICE_ESTRES_HIDRICO,COBERTURA_VEGETAL_PCT,CALIDAD_AIRE_PM10_UGM3,PASIVOS_AMBIENTALES_NUM,ESPECIES_SENSIBLES_NUM,CONSUMO_AGUA_M3_MES,HUELLA_CARBONO_TCO2E_MES,COMUNIDADES_INFLUENCIA_NUM,POBLACION_INFLUENCIA,DISTANCIA_COMUNIDAD_KM,CONFLICTOS_REGISTRADOS_12M,DIAS_PARALIZACION_12M,INDICE_ACEPTACION_SOCIAL,CONVENIOS_VIGENTES_NUM,EMPLEO_LOCAL_PCT,IDH_DISTRITAL,POBREZA_DISTRITAL_PCT,QUEJAS_REGISTRADAS_12M,COSTO_MITIGACION_EJECUTADO_USD,ACCIONES_MITIGACION_NUM,ESTADO_REVISION,REVISOR_ASIGNADO,DECISION_ESPECIALISTA,FECHA_DECISION,COMENTARIO_REVISION,MONEDA
EVR-003254,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Avanzada,2024,Q1,2024-01,2024-01-18,S. Ccahuana,Matriz multicriterio,5.46,19.52,2.64,31.8,39.0,35.0,5.27,3,50.33,14.43,0.323,26.4,101.1,4,9,23444.5,747.8,4,10348,15.82,5,12,0.486,4,28.7,0.378,38.8,21,254228.35,4,Pendiente,A. Quispe,,,,USD
EVR-003255,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Prospeccion,2024,Q1,2024-02,2024-02-04,J. Mendoza,Analisis documental,4.55,19.52,3.23,31.8,37.1,16.94,5.54,4,50.33,14.43,0.382,35.2,66.9,9,9,17304.9,1068.2,4,10348,15.82,2,16,0.717,1,42.7,0.378,38.8,0,615285.84,6,Pendiente,P. Huaman,,,,USD
EVR-003256,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2024,Q1,2024-03,2024-03-26,D. Vargas,Panel de expertos,4.88,19.52,2.96,31.8,38.9,17.23,6.45,1,50.33,14.43,0.361,20.3,147.9,11,9,18914.1,443.9,4,10348,15.82,2,19,0.543,3,38.8,0.378,38.8,27,419448.72,0,Pendiente,P. Huaman,,,,USD
EVR-003257,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2024,Q2,2024-06,2024-06-01,J. Mendoza,Inspeccion de campo,4.75,19.52,4.09,31.8,51.5,20.7,4.24,3,50.33,14.43,0.283,46.0,79.6,7,9,18272.0,1658.8,4,10348,15.82,6,18,0.362,2,47.5,0.378,38.8,25,42680.47,2,Observada,A. Quispe,Continuar con condiciones,2024-06-06,Actualizar linea base de calidad de aire,USD
EVR-003258,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2024,Q3,2024-08,2024-08-13,R. Salazar,Analisis documental,3.43,19.52,2.93,31.8,52.6,9.76,5.6,1,50.33,14.43,0.314,39.0,96.4,7,9,16939.5,978.7,4,10348,15.82,4,30,0.574,3,49.0,0.378,38.8,11,391268.02,4,Rechazada,S. Ccahuana,Suspender actividades,2024-08-29,Verificar vigencia de convenios con la comunidad,USD
EVR-003259,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Prospeccion,2024,Q3,2024-09,2024-09-20,L. Chavez,Inspeccion de campo,4.29,19.52,2.86,31.8,62.0,1.11,6.43,2,50.33,14.43,0.532,20.1,38.8,3,9,22369.7,1191.7,4,10348,15.82,3,23,0.437,6,42.3,0.378,38.8,4,610112.0,2,Pendiente,J. Mendoza,,,,USD
EVR-003260,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2024,Q4,2024-10,2024-10-25,M. Rojas,Panel de expertos,3.18,19.52,2.94,31.8,32.7,11.76,6.71,1,50.33,14.43,0.286,29.7,94.7,5,9,14560.6,1672.4,4,10348,15.82,9,14,0.546,6,50.7,0.378,38.8,7,278231.0,1,En revision,J. Mendoza,,,,USD
EVR-003261,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Avanzada,2024,Q4,2024-11,2024-11-26,A. Quispe,Modelo estadistico,3.88,19.52,2.55,31.8,66.0,8.95,7.11,6,50.33,14.43,0.195,52.9,42.4,7,9,11497.3,843.3,4,10348,15.82,6,25,0.669,3,52.3,0.378,38.8,20,88478.76,9,Rechazada,P. Huaman,Suspender actividades,2024-12-17,Observado por cercania a area natural protegida,USD
EVR-003262,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Avanzada,2025,Q1,2025-01,2025-01-16,N. Bustamante,Inspeccion de campo,2.53,19.52,2.34,31.8,46.2,30.28,6.25,3,50.33,14.43,0.261,16.2,68.1,9,9,13072.1,1044.3,4,10348,15.82,4,18,0.309,4,45.9,0.378,38.8,25,337816.64,7,Revisada,P. Huaman,Continuar con monitoreo,2025-01-18,Riesgo aceptable con monitoreo trimestral,USD
EVR-003263,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Prospeccion,2025,Q1,2025-02,2025-02-22,P. Huaman,Modelo estadistico,3.45,19.52,3.43,31.8,30.0,17.7,7.1,3,50.33,14.43,0.209,21.6,107.2,5,9,24833.9,1338.3,4,10348,15.82,7,14,0.648,4,35.6,0.378,38.8,24,524428.58,3,Observada,R. Salazar,Continuar con condiciones,2025-03-17,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-003264,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2025,Q2,2025-04,2025-04-09,A. Quispe,Inspeccion de campo,2.83,19.52,2.26,31.8,48.0,26.02,6.45,0,50.33,14.43,0.4,7.0,87.3,6,9,16048.3,1095.4,4,10348,15.82,3,12,0.527,6,22.8,0.378,38.8,16,152267.25,9,Revisada,D. Vargas,Continuar con monitoreo,2025-04-29,Riesgo aceptable con monitoreo trimestral,USD
EVR-003265,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Prospeccion,2025,Q2,2025-05,2025-05-14,P. Huaman,Modelo estadistico,4.35,19.52,3.54,31.8,36.3,10.58,6.85,2,50.33,14.43,0.298,23.7,77.9,10,9,23616.6,2193.0,4,10348,15.82,6,21,0.373,4,54.6,0.378,38.8,17,408290.87,3,Observada,M. Rojas,Continuar con condiciones,2025-05-22,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-003266,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2025,Q2,2025-06,2025-06-12,L. Chavez,Modelo estadistico,6.31,19.52,3.91,31.8,57.4,35.81,7.89,2,50.33,14.43,0.628,31.4,105.7,5,9,9608.8,550.8,4,10348,15.82,4,15,0.635,1,42.5,0.378,38.8,21,259008.96,3,Observada,C. Ticona,Continuar con condiciones,2025-06-14,Verificar vigencia de convenios con la comunidad,USD
EVR-003267,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2025,Q3,2025-07,2025-07-11,P. Huaman,Matriz multicriterio,4.06,19.52,3.32,31.8,31.4,6.08,6.45,1,50.33,14.43,0.457,54.2,62.3,6,9,18628.0,931.3,4,10348,15.82,7,22,0.618,4,29.3,0.378,38.8,22,188716.05,6,Observada,A. Quispe,Continuar con condiciones,2025-07-13,Verificar vigencia de convenios con la comunidad,USD
EVR-003268,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Prospeccion,2025,Q3,2025-08,2025-08-08,J. Mendoza,Matriz multicriterio,3.47,19.52,2.32,31.8,27.4,21.58,4.94,4,50.33,14.43,0.446,44.4,69.1,5,9,19441.0,821.1,4,10348,15.82,7,16,0.408,4,46.6,0.378,38.8,18,343959.25,7,Aprobada,P. Huaman,Continuar exploracion,2025-08-26,Verificar vigencia de convenios con la comunidad,USD
EVR-003269,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2025,Q3,2025-09,2025-09-14,S. Ccahuana,Matriz multicriterio,4.49,19.52,3.61,31.8,58.4,14.05,5.48,3,50.33,14.43,0.581,2.5,57.1,7,9,16948.6,1808.5,4,10348,15.82,2,6,0.532,3,29.5,0.378,38.8,12,95387.06,5,Revisada,C. Ticona,Continuar con monitoreo,2025-09-23,Verificar vigencia de convenios con la comunidad,USD
EVR-003270,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2025,Q4,2025-10,2025-10-27,M. Rojas,Matriz multicriterio,2.14,19.52,3.68,31.8,32.5,22.9,6.03,2,50.33,14.43,0.463,42.1,85.3,4,9,16942.1,1374.9,4,10348,15.82,5,23,0.587,2,46.9,0.378,38.8,18,726872.18,3,En revision,M. Rojas,,,,USD
EVR-003271,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2025,Q4,2025-11,2025-11-26,L. Chavez,Panel de expertos,4.38,19.52,3.22,31.8,28.8,9.2,6.08,1,50.33,14.43,0.471,20.5,101.4,10,9,29138.5,1389.1,4,10348,15.82,4,14,0.643,3,46.5,0.378,38.8,17,517754.41,6,Revisada,C. Ticona,Continuar con monitoreo,2025-12-04,Sin observaciones relevantes en el periodo evaluado,USD
EVR-003272,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2025,Q4,2025-12,2025-12-01,S. Ccahuana,Matriz multicriterio,3.59,19.52,3.24,31.8,85.0,4.16,5.54,1,50.33,14.43,0.571,27.3,117.9,10,9,16624.0,525.5,4,10348,15.82,9,18,0.474,3,61.5,0.378,38.8,19,439553.98,4,Pendiente,N. Bustamante,,,,USD
EVR-003273,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Avanzada,2026,Q1,2026-01,2026-01-17,A. Quispe,Analisis documental,7.28,19.52,3.81,31.8,43.8,20.39,7.55,2,50.33,14.43,0.6,9.5,102.8,9,9,16604.0,1169.7,4,10348,15.82,3,19,0.523,6,41.8,0.378,38.8,25,707471.26,0,Revisada,C. Ticona,Continuar con monitoreo,2026-02-09,Aprobado condicionado a plan de manejo de aguas acidas,USD
EVR-003274,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Avanzada,2026,Q1,2026-02,2026-02-15,R. Salazar,Matriz multicriterio,3.68,19.52,3.1,31.8,30.9,13.36,5.88,2,50.33,14.43,0.329,33.4,63.0,5,9,12761.8,396.4,4,10348,15.82,2,8,0.645,5,36.1,0.378,38.8,20,644203.97,8,En revision,A. Quispe,,,,USD
EVR-003275,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2026,Q1,2026-03,2026-03-24,D. Vargas,Inspeccion de campo,5.46,19.52,4.01,31.8,41.6,7.56,7.38,3,50.33,14.43,0.519,43.1,45.9,4,9,28058.0,35,4,10348,15.82,5,4,0.547,5,49.9,0.378,38.8,10,247796.88,2,Rechazada,C. Ticona,Suspender actividades,2026-04-10,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-003276,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2026,Q2,2026-04,2026-04-27,C. Ticona,Analisis documental,4.88,19.52,3.71,31.8,38.6,7.14,6.04,2,50.33,14.43,0.296,24.3,72.4,3,9,17333.5,1309.9,4,10348,15.82,3,15,0.668,4,51.0,0.378,38.8,13,372312.46,6,Aprobada,L. Chavez,Continuar exploracion,2026-05-16,Escalar a comite por conflictividad social creciente,USD
EVR-003277,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Exploracion Inicial,2026,Q2,2026-05,2026-05-04,S. Ccahuana,Inspeccion de campo,3.84,19.52,3.65,31.8,61.7,25.26,5.39,3,50.33,14.43,0.058,16.6,73.9,5,9,9694.6,472.0,4,10348,15.82,3,0,0.866,2,23.4,0.378,38.8,20,881525.76,8,Pendiente,S. Ccahuana,,,,USD
EVR-003278,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2026,Q2,2026-06,2026-06-04,L. Chavez,Modelo estadistico,6.41,19.52,3.32,31.8,63.3,28.07,6.4,4,50.33,14.43,0.529,45.8,68.6,5,9,9367.1,168.5,4,10348,15.82,5,12,0.269,2,36.0,0.378,38.8,19,319893.5,4,Pendiente,P. Huaman,,,,USD
EVR-003279,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Evaluacion Economica,2026,Q3,2026-07,2026-07-18,D. Vargas,Inspeccion de campo,1.92,19.52,4.49,31.8,65.7,27.7,6.38,3,50.33,14.43,0.191,14.9,121.9,5,9,1623.9,1078.7,4,10348,15.82,5,16,0.673,3,61.9,0.378,38.8,17,607053.68,7,Revisada,N. Bustamante,Continuar con monitoreo,2026-08-04,Observado por cercania a area natural protegida,USD
EVR-003280,Z0040,Zona Milluni Alto,Cusco,Canchis,Espinar Grande,-14.61969,-71.41089,3388,4014.0,Porfido,Oro,CON-621343,Vigente,Andes Exploration SAC,2.48,3.83,78.4,237.0,Prospeccion,2026,Q3,2026-09,2026-09-13,M. Rojas,Inspeccion de campo,5.35,19.52,3.74,31.8,35.7,35.34,6.54,3,50.33,14.43,0.177,49.0,94.3,3,9,17155.1,1297.5,4,10348,15.82,6,8,0.28,5,45.1,0.378,38.8,6,898206.43,2,Aprobada,A. Quispe,Continuar exploracion,2026-09-20,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-003281,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Inicial,2019,Q1,2019-01,2019-01-22,D. Vargas,Matriz multicriterio,4.38,21.17,2.88,25.4,50.0,16.0,5.37,3,18.09,4.2,0.785,64.8,131.5,7,14,39720.4,2600,7,12481,14.3,6,16,0.432,5,35.2,0.415,56.9,29,924068.01,6,Observada,R. Salazar,Continuar con condiciones,2019-01-31,Observado por cercania a area natural protegida,USD
EVR-003282,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Evaluacion Economica,2019,Q1,2019-03,2019-03-26,R. Salazar,Matriz multicriterio,4.2,21.17,2.78,25.4,41.5,44.77,5.67,5,18.09,4.2,0.671,54.3,138.0,7,14,28854.6,2236.3,7,12481,14.3,8,17,0.332,3,38.1,0.415,56.9,29,413516.37,8,Aprobada,J. Mendoza,Continuar exploracion,2019-04-06,Se recomienda taller informativo con la comunidad de influencia directa,USD
EVR-003283,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Inicial,2019,Q2,2019-04,2019-04-05,L. Chavez,Inspeccion de campo,5.5,21.17,4.34,25.4,43.6,25.31,5.7,3,18.09,4.2,0.797,70.1,73.6,9,14,33807.7,2535.8,7,12481,14.3,5,21,0.328,1,23.3,0.415,56.9,16,536042.31,11,Revisada,C. Ticona,Continuar con monitoreo,2019-04-29,Escalar a comite por conflictividad social creciente,USD
EVR-003284,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Avanzada,2019,Q2,2019-05,2019-05-27,S. Ccahuana,Panel de expertos,7.08,21.17,2.39,25.4,57.5,19.55,6.04,3,18.09,4.2,0.77,72.1,79.7,11,14,42000,1965.6,7,12481,14.3,8,27,0.324,3,36.1,0.415,56.9,14,320818.63,8,En revision,P. Huaman,,,,USD
EVR-003285,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Evaluacion Economica,2019,Q2,2019-06,2019-06-11,L. Chavez,Panel de expertos,5.06,21.17,2.83,25.4,24.2,27.03,4.84,4,18.09,4.2,0.76,50.0,174.6,10,14,27867.4,1294.6,7,12481,14.3,5,17,0.564,2,31.4,0.415,56.9,25,684333.24,6,Aprobada,C. Ticona,Continuar exploracion,2019-06-26,Sin observaciones relevantes en el periodo evaluado,USD
EVR-003286,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Inicial,2019,Q3,2019-07,2019-07-08,R. Salazar,Panel de expertos,3.34,21.17,3.79,25.4,21.4,24.35,5.43,4,18.09,4.2,0.822,46.0,106.2,12,14,31461.9,919.3,7,12481,14.3,9,28,0.296,0,5.0,0.415,56.9,27,902678.96,8,Aprobada,P. Huaman,Continuar exploracion,2019-07-17,Sin observaciones relevantes en el periodo evaluado,USD
EVR-003287,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Prospeccion,2019,Q3,2019-08,2019-08-04,J. Mendoza,Modelo estadistico,4.53,21.17,3.65,25.4,45.4,31.06,5.89,3,18.09,4.2,0.45,45.3,141.6,13,14,31952.4,2438.7,7,12481,14.3,5,31,0.496,2,10.4,0.415,56.9,25,727476.17,5,En revision,A. Quispe,,,,USD
EVR-003288,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Evaluacion Economica,2019,Q3,2019-09,2019-09-22,J. Mendoza,Modelo estadistico,3.51,21.17,3.26,25.4,31.1,12.3,5.4,4,18.09,4.2,0.328,48.6,147.7,9,14,33488.7,2600,7,12481,14.3,2,31,0.124,3,26.4,0.415,56.9,28,666891.57,6,Observada,A. Quispe,Continuar con condiciones,2019-10-12,Actualizar linea base de calidad de aire,USD
EVR-003289,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Avanzada,2019,Q4,2019-10,2019-10-11,N. Bustamante,Analisis documental,5.36,21.17,3.44,25.4,58.4,16.59,4.45,2,18.09,4.2,0.679,74.2,164.8,6,14,42000,899.7,7,12481,14.3,5,13,0.536,3,26.2,0.415,56.9,21,501794.24,5,Observada,S. Ccahuana,Continuar con condiciones,2019-10-21,Verificar vigencia de convenios con la comunidad,USD
EVR-003290,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Avanzada,2019,Q4,2019-11,2019-11-21,P. Huaman,Panel de expertos,3.74,21.17,3.31,25.4,52.0,25.87,6.22,3,18.09,4.2,0.789,47.1,153.7,10,14,22949.9,1701.6,7,12481,14.3,6,26,0.641,2,19.6,0.415,56.9,9,1035930.36,9,Pendiente,M. Rojas,,,,USD
EVR-003291,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Inicial,2019,Q4,2019-12,2019-12-06,N. Bustamante,Analisis documental,5.3,21.17,2.12,25.4,37.4,18.34,5.04,4,18.09,4.2,0.919,53.0,174.6,10,14,29436.8,2052.2,7,12481,14.3,4,17,0.067,1,18.9,0.415,56.9,30,472377.04,12,Aprobada,P. Huaman,Continuar exploracion,2019-12-17,Requiere actualizar el estudio hidrogeologico antes de continuar,USD
EVR-003292,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Evaluacion Economica,2020,Q1,2020-01,2020-01-25,N. Bustamante,Matriz multicriterio,3.06,21.17,3.04,25.4,64.9,14.53,4.08,2,18.09,4.2,0.709,36.9,165.6,9,14,34737.0,2223.3,7,12481,14.3,9,18,0.567,2,12.2,0.415,56.9,22,852103.25,11,Revisada,C. Ticona,Continuar con monitoreo,2020-02-14,Actualizar linea base de calidad de aire,USD
EVR-003293,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Prospeccion,2020,Q1,2020-02,2020-02-05,M. Rojas,Panel de expertos,4.6,21.17,4.16,25.4,36.4,37.64,5.48,4,18.09,4.2,0.594,56.0,156.4,12,14,19811.0,2445.0,7,12481,14.3,6,19,0.13,2,28.1,0.415,56.9,21,982172.51,4,Aprobada,P. Huaman,Continuar exploracion,2020-02-10,Actualizar linea base de calidad de aire,USD
EVR-003294,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Exploracion Inicial,2020,Q1,2020-03,2020-03-07,M. Rojas,Analisis documental,4.55,21.17,3.36,25.4,36.3,28.95,6.28,4,18.09,4.2,0.632,58.7,126.6,13,14,35691.1,2382.8,7,12481,14.3,4,33,0.2,3,40.3,0.415,56.9,19,526454.39,3,Pendiente,C. Ticona,,,,USD
EVR-003295,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Evaluacion Economica,2020,Q2,2020-04,2020-04-25,L. Chavez,Modelo estadistico,4.11,21.17,3.82,25.4,47.1,20.3,4.58,4,18.09,4.2,0.665,71.9,124.0,10,14,37713.7,1896.3,7,12481,14.3,8,35,0.19,4,27.9,0.415,56.9,21,1081386.92,5,Aprobada,J. Mendoza,Continuar exploracion,2020-05-15,Observado por cercania a area natural protegida,USD
EVR-003296,Z0041,Zona Tambillo Norte,Huancavelica,Angaraes,Tayacaja Chico,-13.45871,-74.75529,3587,4356.3,IOCG,Zinc,CON-217514,Por renovar,Minera Altiplano SA,3.77,3.59,49.9,156.6,Prospeccion,2020,Q2,2020-05,2020-05-01,N. Bustamante,Modelo estadistico,5.55,21.17,2.86,25.4,45.4,24.56,6.88,2,18.09,4.2,0.829,59.0,79.4,10,14,38081.4,1588.6,7,12481,14.3,6,16,0.322,0,27.2,0.415,56.9,19,543286.57,7,Pendiente,C. Ticona,,,,USD
